HIP,X,Y,Z
29655,-0.05993201386525706,0.921887910716917,0.3827934610048249
30122,-0.0766087107677951,0.8620745664303628,-0.5009576302926209
30324,-0.09406837693753277,0.9466316078640266,-0.30828515931375294
30343,-0.09239141404222344,0.9191551800320418,0.3829067531809059
30438,-0.06322172653682297,0.6027412445404553,-0.7954281899854482
31681,-0.15714263027295847,0.9463588262647094,0.28233165904973867
31685,-0.11957329198796758,0.7191442745217729,-0.6844952448817401
32246,-0.17248357743278236,0.8887554850021633,0.42469177457840973
32349,-0.18748086592903074,0.9392276284381298,-0.28758022687414947
32362,-0.1913813996615881,0.9558046387102573,0.22318300222805074
32607,-0.09818045174640154,0.4600046069082066,-0.8824717335519019
32768,-0.13716474462795022,0.6195338031147828,-0.7728930712778338
33579,-0.22135825283182045,0.8463882931545209,-0.48438350623676335
33977,-0.24838769778675499,0.8803552206454327,-0.40407701873594215
34444,-0.2633588739366447,0.8561752616410339,-0.4445289921621869
35264,-0.26343361214537153,0.7528512866671456,-0.6031730035036924
35904,-0.3128498648704016,0.8139921990208552,-0.489429935724986
36188,-0.3672923276264693,0.9188636513510942,0.1441732856408048
36377,-0.2762412347936718,0.6732837557726904,-0.6858423757776183
36850,-0.3406060616772941,0.7777649865144534,0.5282699466190136
37279,-0.41813725550793807,0.9038031185674541,0.09111069324746585
37826,-0.39153680743868824,0.7911476265321807,0.4698769641653194
38170,-0.4164825336303204,0.8061060317367773,-0.42039905420737417
39429,-0.39333260497701805,0.6573117574393432,-0.6428302383942397
39757,-0.48141801521200456,0.7738440007789781,-0.41158493301834936
39953,-0.3629561023594695,0.572299310560074,-0.7353477863517958
41037,-0.29557215743725923,0.41241568972043313,-0.8617136407300882
41704,-0.2981985118438138,0.38768326304045947,0.8722266535095318
42913,-0.38036486388250534,0.43485740532754047,-0.8162239933715759
43109,-0.6609870318598897,0.742022645461073,0.11179685745137846
43813,-0.6890297790743042,0.717292510546389,0.10358290333290578
44127,-0.471134076497899,0.4743768728832586,0.7436392031327912
44816,-0.5310888369847461,0.49526444685018467,-0.6875011090291931
45238,-0.2588258835638584,0.23059732044110698,-0.937994689645293
45556,-0.38718228202461885,0.3333513630851365,-0.85963175209824
45860,-0.6345711330321524,0.527497275002645,0.5648593647865585
45941,-0.4426487713251937,0.36452241989986645,-0.8192590985974106
46390,-0.7779329011774083,0.6100456630614507,-0.15054796659409123
46701,-0.43345261325546963,0.3289411871387305,-0.8389973345999181
46853,-0.4966279702692168,0.3712816136195651,0.7845448505562508
47908,-0.7627959040422904,0.5055936956305007,0.40313449829430076
48002,-0.3525799378925544,0.2309365862840449,-0.906838287960513
49669,-0.8645070017416224,0.45785691161814823,0.20735161543427044
50099,-0.30535455801024486,0.15268029896508445,-0.9399187838373593
50371,-0.4321665705348822,0.20825853740730893,-0.8774169116839994
50583,-0.8524498944489335,0.397642660560031,0.3394252376543943
50801,-0.6819732448523959,0.3096077818595717,0.6626126430407814
51576,-0.4397946787161534,0.17763338396384482,-0.8803561901154037
52419,-0.4079827748507916,0.14255962697533095,-0.9017908893871699
52727,-0.6175804777132883,0.20433878392636992,-0.7594998452474621
52943,-0.915400445531855,0.2902772031370331,-0.27889275655531653
53910,-0.5359161790625813,0.1389969678317109,0.8327506781459584
54061,-0.4591084541492767,0.11504195167022291,0.8808999810901165
54539,-0.6961339817413471,0.15539925123223436,0.7008912556034629
54872,-0.9178111501465651,0.18628513942586783,0.35060025598354055
54879,-0.9448069025638391,0.19119007745046213,0.2660568945774766
56561,-0.4511515734981509,0.047851587940714285,-0.8911635558424136
57632,-0.966729251065569,0.046162052451281244,0.25160210660423604
58001,-0.5918726419828596,0.01594059919186261,0.8058738567354286
59196,-0.6326571081885356,-0.023085318565602073,-0.7740878835928413
59316,-0.9221766724224738,-0.04076878006799378,-0.38461421114095734
59747,-0.5176571633461078,-0.03426012934330959,-0.8549019269915356
59774,-0.5429299041094785,-0.03659475316831203,0.8389802996877953
59803,-0.9512291278850896,-0.06571482648926248,-0.30140455843012376
60718,-0.4494055870390557,-0.052393530747965184,-0.8917900741059208
60965,-0.9506154813597506,-0.12458712996833109,-0.28426792581194216
61084,-0.5379775045000025,-0.0736112204586546,-0.8397390028303658
61359,-0.9074665279439905,-0.13718970707228642,-0.397093798660592
61585,-0.35148094313314626,-0.057533163067759095,-0.9344255356964795
61932,-0.6458417909325825,-0.11830137177864207,-0.7542500689561028
61941,-0.983204163056527,-0.18074754238342758,-0.02529623827103797
62322,-0.36528002749677896,-0.07478385058983943,-0.9278889358123142
62434,-0.49379548514424426,-0.10433355242322144,-0.8632963156934653
62956,-0.544291697777303,-0.13074123964009654,0.8286454464896744
63090,-0.9690018368018692,-0.23983985308796957,0.059264535308603324
63125,-0.7612481931058446,-0.18990874306927397,0.6200289169054417
63608,-0.9458512562937081,-0.26310502204399994,0.19010825427329645
64962,-0.8653602047513792,-0.31035888793514765,-0.3934832610319143
65109,-0.7525825271406104,-0.27615510847510644,-0.597794191930429
65378,-0.5365433478433365,-0.205754676184521,0.8184046976363634
65474,-0.9140797585658642,-0.3563545231993729,-0.19357078492251611
66249,-0.9157955125702499,-0.40151014994758905,-0.010400896367998886
66657,-0.5396431594690577,-0.25131839933874944,-0.8035075124677192
67301,-0.5814568190801188,-0.2948062675206903,0.7582857193536939
67927,-0.8325377883065381,-0.4552595792074124,0.31562564309882635
68002,-0.5939214529815412,-0.32766138042994253,-0.7347756987428472
68702,-0.42393758312627944,-0.2542846950616443,-0.8692618819840517
68895,-0.7610874701958268,-0.4680920744480445,-0.44903860919729693
68933,-0.6852936538598153,-0.4227865568390035,-0.5929790344824036
69673,-0.7837380425234793,-0.5270098460839066,0.32865681619598563
71075,-0.6181778242231243,-0.4833179886550578,0.619887005414046
71352,-0.5770992523369115,-0.46527605554064805,-0.671174079574527
71681,-0.37373041547671826,-0.3126437475369414,-0.8732579594104235
71683,-0.37374668062278565,-0.3127270157951299,-0.8732211817834712
71860,-0.5149514735975876,-0.43953647146658475,-0.7359569757060376
71908,-0.321053442533159,-0.2754469342169223,-0.9061201208824943
72105,-0.6694837187209035,-0.5870569455825249,0.45514359603420373
72607,-0.200727634550924,-0.1850747108762557,0.9620061164679053
72622,-0.7060714782690173,-0.6519983282935456,-0.2763353894770386
73273,-0.5193104189701525,-0.5127024721795785,-0.6837052462647871
73334,-0.5265374249496114,-0.5226993083106996,-0.6704802556518339
73714,-0.6279208654832713,-0.6506345232596081,-0.4270715441626637
74785,-0.6440008056421127,-0.7474515865944443,-0.16303094193973647
74946,-0.23502821062493284,-0.27740919134315584,-0.9315609914379083
75097,-0.19964205075245017,-0.23946726899111379,0.9501570810414948
75141,-0.4842146348252034,-0.5841322006574435,-0.6514029164627582
75264,-0.45057235289003783,-0.5499112833701785,-0.7032653377163547
75458,-0.32281577539753453,-0.40196759523391606,0.856861731865971
76267,-0.5291748763784924,-0.7196370095530827,0.4495514705696151
76297,-0.444762923337366,-0.6073633743600457,-0.6582519832939201
77070,-0.5547214572881107,-0.8244755364343641,0.11191154831125398
77952,-0.23179956986292613,-0.3825461506577187,-0.8943866065792379
78265,-0.45284935364768164,-0.7753626837673779,-0.44015925699901626
78401,-0.46036872128281525,-0.8000686799362374,-0.38464366347245604
78820,-0.45096319446259964,-0.8257292627974853,-0.33882647741876537
79593,-0.4439215950091548,-0.8937464573131679,-0.0644273817929127
79882,-0.4278088924654329,-0.9001592565260756,-0.08180992860235568
80112,-0.3769093220533253,-0.8193533047307989,-0.4319716714971264
80331,-0.19400576127256808,-0.4357020208781388,0.878934305620026
80763,-0.34481571952614853,-0.8264123501647757,-0.44513452692730615
80816,-0.35525149108569387,-0.8599979186780875,0.36633312428819337
81266,-0.316204879655966,-0.822482929360622,-0.47279626160971944
81377,-0.3476453094778287,-0.9195170773996738,-0.183387794491419
81693,-0.2867878847619046,-0.8019738668080703,0.5240139560266539
82273,-0.10961530366244404,-0.3407191054340259,-0.9337531667390624
82396,-0.247847295641661,-0.7881181348552597,-0.5634194916360116
82514,-0.23066829624235308,-0.7529617795355906,-0.6163121738755828
83000,-0.26503276058392716,-0.950380126546922,0.16289644220153812
83081,-0.14801638499229913,-0.5393966973680583,-0.82894050006152
83895,-0.09114140412051407,-0.40105577148851035,0.9115083722109726
84012,-0.2067898516439582,-0.940098141820834,-0.2710229529063636
84143,-0.15098991540090714,-0.7126898474463458,-0.685036660912488
84345,-0.19042955588007227,-0.9497219868664192,0.24852511323771603
84379,-0.1769174722919157,-0.8900750976208756,0.4200791932398319
84380,-0.15603326852190827,-0.7852840581140164,0.5991515394174936
84970,-0.14954658502643617,-0.8938883988165484,-0.42261016240516297
85258,-0.08536616605630012,-0.5595022670023455,-0.8244209064016295
85267,-0.08329137586876448,-0.5474155627348188,-0.8327056793259007
85670,-0.07867239102097218,-0.6064264362846126,0.7912380376765187
85696,-0.10120626550919275,-0.7890545151554826,-0.6059292565427329
85792,-0.07897887410001335,-0.6395863515170999,-0.7646513168751748
85927,-0.09163715464104975,-0.7922624596267979,-0.6032601652317091
86032,-0.10654322158136552,-0.9702343070050382,0.21747167964017122
86228,-0.07226330490039803,-0.7278009206119475,-0.6819705526789804
86670,-0.05929927206922698,-0.7745505653559391,-0.6297261452717801
86742,-0.07182162323273036,-0.9942342655764036,0.07962336083063312
87073,-0.041400651087617577,-0.7634963297571467,-0.644483778334946
87261,-0.03531184624249466,-0.7973982378840678,-0.6024193918976464
87833,-0.009219982454444445,-0.6225972790319855,0.7824880957979538
88048,-0.004185492005352508,-0.9854780740660976,-0.16975113310858378
88635,0.021853139972020447,-0.8620277659845507,-0.5063897421404271
89642,0.06156281956491131,-0.7987671109314354,-0.5984823487300743
89931,0.07935590890805158,-0.8638850084148378,-0.4973985644907638
89962,0.09275300412601464,-0.9944055049353829,-0.05054277376446235
90185,0.08688152063931312,-0.8206820907080843,-0.5647410976389167
90496,0.10995667229826317,-0.8964578727328082,-0.4292700928698162
91262,0.12508927135147205,-0.7694220043553947,0.6263724558172117
92041,0.17634140433378862,-0.8734566474676595,-0.45384710433376585
92855,0.2140962644346804,-0.8705733329776834,-0.4430179019670005
93194,0.21407557314248735,-0.8139274012592616,0.5400868767735988
93506,0.23394485355599576,-0.8349129793042539,-0.49818683491633736
93747,0.273345025747817,-0.9315943489008338,0.23961315906050884
93864,0.25501826103135095,-0.848127976444861,-0.46437551842457303
94141,0.2797715147540181,-0.8905197614739885,-0.358751242446006
94376,0.11832262094465194,-0.36119401300188,0.9249533190082546
95501,0.3639154068284487,-0.9298459621110007,0.054332894444821075
95947,0.3405827679200813,-0.8149740771965628,0.46885032973594787
97165,0.3119594589885843,-0.6327719170650744,0.7087178542419686
97278,0.43956029614380393,-0.8791273234316364,0.18417897613435286
97649,0.4592023014950687,-0.8748552156346977,0.15414797429223187
99473,0.5420353906720314,-0.8402333525356526,-0.014336964313128798
100345,0.5580824156142269,-0.7895895954262172,-0.25513190348690595
100453,0.44378636984407527,-0.6208562182557371,0.6462129789734978
100751,0.3255899871988191,-0.44142796537643814,-0.8361414423526028
101772,0.4304398835395504,-0.5241823119897586,-0.7348159024242261
102098,0.4556490248830952,-0.5361821415232502,0.7105580041309969
102488,0.5500957255317194,-0.6206385433538639,0.5587508311003442
104732,0.6444613482069107,-0.5755253429436827,0.5034283963950458
105199,0.35086091221368715,-0.29814079573363333,0.8876985333996532
106032,0.2628449714151201,-0.20414151585114154,0.9429945718336786
106278,0.7937082026172779,-0.6005017904880797,-0.09708186606499024
107315,0.8172007893343449,-0.5502461548145654,0.17149938490592
107556,0.8034662132138872,-0.5265846277992723,-0.27776010150710656
108085,0.6775363571189391,-0.4154894138230203,-0.6068879894865282
109074,0.8783528150044485,-0.4779803067883229,-0.005581997518959827
109268,0.6029355732523429,-0.31980650031756563,-0.7308847356878508
109492,0.46830284145923584,-0.24156845645033032,0.8499041884409152
110130,0.44821546391189204,-0.21258161760200692,-0.8682810338640142
112122,0.6449274460363454,-0.22627511325635608,-0.7299781931467952
112158,0.8157783415746234,-0.28487399284435266,0.503341341058603
113136,0.9232710090277297,-0.2706365527987477,-0.27262886893747784
113368,0.8373316056069308,-0.23360172711326094,-0.4942732193245158
113881,0.8558512853071526,-0.21429139258119637,0.4707417301490345
113963,0.9370968331857626,-0.23034527033784655,0.26227958682710956
116727,0.2133214952815114,-0.019273291071514743,0.9767919327585239
